year,head_no,subhead_no,subhead_name,reimbursements,item_no,title,actual,revised,estimate
2011,23,000,Operational expenses,"",,Recurrent,66998,61253,66250
2011,23,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",2288,3432,110
2011,24,000,Operational expenses,"",,Recurrent,118358,119504,121132
2011,25,000,Operational expenses,"",,Recurrent,1525021,1545811,1565434
2011,25,003,Recoverable salaries and allowances (General),1070,,Recurrent,,,
2011,26,000,Operational expenses,"",,Recurrent,505861,539218,821707
2011,26,700,General non-recurrent,"",,Non-Recurrent,888,280,5900
2011,26,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",135,170,
2011,27,000,Operational expenses,"",,Recurrent,85222,78276,81136
2011,27,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",176,198,560
2011,28,000,Operational expenses,"",,Recurrent,674974,686384,749223
2011,28,170,Airport insurance,"",,Recurrent,7789,7667,8174
2011,28,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,258,1420
2011,30,000,Operational expenses,"",,Recurrent,2587616,2657626,2734439
2011,30,118,Provisions for institutions,"",,Recurrent,79270,79593,92593
2011,30,193,Prisoners’ earnings scheme,"",,Recurrent,35422,34046,34046
2011,30,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",2327,7253,13411
2011,30,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",23307,24012,21433
2011,30,,General non-recurrent,"",,Non-Recurrent,545,1225,
2011,31,000,Operational expenses,"",,Recurrent,2253132,2361128,2453890
2011,31,103,Rewards and special services,"",,Recurrent,8969,9500,9500
2011,31,292,Seizure management,"",,Recurrent,42904,43500,44000
2011,31,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",90176,3690,40004
2011,31,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",13400,10846,18313
2011,33,000,Operational expenses,"",,Recurrent,1849613,1642040,1989346
2011,33,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,,3146
2011,33,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",895,6836,3897
2011,33,700,General non-recurrent,"",,Non-Recurrent,,9795,80
2011,37,000,Operational expenses,"",,Recurrent,3756163,3847547,4383256
2011,37,003,Recoverable salaries and allowances (General),992000,,Recurrent,,,
2011,37,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",4980,691,34999
2011,37,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",11798,28092,72215
2011,37,700,General non-recurrent,"",,Non-Recurrent,379306,93630,371332
2011,37,974,"Subvented institutions - maintenance, repairs, and minor improvements (block vote)","",,Subventions,1220,3681,5160
2011,37,975,"Subvented institutions - minor plant, vehicles and equipment (block vote)","",,Subventions,1397,3684,3384
2011,39,000,Operational expenses,"",,Recurrent,1728857,1761561,1808578
2011,39,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",5292,12976,18813
2011,39,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",23143,23603,23143
2011,39,,General non-recurrent,"",,Non-Recurrent,8018,7482,
2011,42,000,Operational expenses,"",,Recurrent,268869,272061,285206
2011,42,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,,12868
2011,42,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",171154,130319,47344
2011,42,,General non-recurrent,"",,Non-Recurrent,1669,,
2011,42,,Energy-saving projects of EMSD (block vote),"",,Subventions,29196,881,
2011,44,000,Operational expenses,"",,Recurrent,1050755,1097060,1142512
2011,44,297,Fees for operation of waste facilities,"",,Recurrent,1019601,943900,1061519
2011,44,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",8603,9940,8650
2011,44,700,General non-recurrent,"",,Non-Recurrent,217277,263199,212834
2011,45,000,Operational expenses,"",,Recurrent,3553969,3725188,3776394
2011,45,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",125280,100224,261247
2011,45,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",160048,20988,19687
2011,45,690,Town ambulances (block vote),"",,"Plant, Equipment and Works",,109572,147883
2011,45,,General non-recurrent,"",,Non-Recurrent,,,
2011,46,001,Salaries,"",,Recurrent,55622,60387,63689
2011,46,003,Recoverable salaries and allowances (General),695,,Recurrent,,,
2011,46,006,Recoverable salaries and allowances (Companies Registry Trading Fund),114000,,Recurrent,,,
2011,46,008,Recoverable salaries and allowances (Hong Kong Monetary Authority),20686,,Recurrent,,,
2011,46,009,Recoverable salaries and allowances (Land Registry Trading Fund),173550,,Recurrent,,,
2011,46,010,Recruiting expenses,"",,,783,900,900
2011,46,011,Civil service examinations,"",,,11453,8717,9406
2011,46,013,Personal allowances,"",,,724792,729087,785633
2011,46,014,Home purchase allowance,"",,,742063,745640,763000
2011,46,020,Payments to estates of deceased officers,"",,,12737,14700,15500
2011,46,022,Passages,"",,,143529,158101,160070
2011,46,023,Quartering,"",,,11668,12378,17811
2011,46,024,Staff relief and welfare,"",,,3985,9274,15055
2011,46,025,Long and Meritorious Service Travel Award Scheme,"",,,68798,68739,80741
2011,46,028,Legal assistance,"",,,2199,2200,1448
2011,46,032,Accommodation allowance,"",,,18478,17888,19000
2011,46,033,Home financing allowance,"",,,579446,488803,482000
2011,46,037,Pensioners’ welfare fund,"",,,908,1030,1030
2011,46,038,Private tenancy allowance,"",,,172874,173739,181000
2011,46,039,Rent allowance,"",,,180,256,800
2011,46,040,Non-accountable cash allowance,"",,,114038,175017,250000
2011,46,041,Mandatory Provident Fund contribution,"",,,120,119,152
2011,46,042,Civil Service Provident Fund contribution,"",,,300,542,774
2011,46,081,Recoverable salaries and allowances (Office of the Telecommunications Authority Trading Fund),124708,,Recurrent,,,
2011,46,082,Recoverable salaries and allowances (Post Office Trading Fund),1510000,,Recurrent,,,
2011,46,083,Recoverable salaries and allowances (Electrical and Mechanical Services Trading Fund),1222077,,Recurrent,,,
2011,46,084,Recoverable salaries and allowances (Legal Aid Services Council),2157,,Recurrent,,,
2011,46,086,Recoverable salaries and allowances (Independent Police Complaints Council),3626,,Recurrent,,,
2011,47,000,Operational expenses,"",,Recurrent,650253,577029,584381
2011,47,700,General non-recurrent,"",,Non-Recurrent,,,73200
2011,48,000,Operational expenses,"",,Recurrent,274824,294300,305645
2011,48,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",26076,32611,26584
2011,48,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",8163,20609,15225
2011,49,000,Operational expenses,"",,Recurrent,4226343,4260514,4501022
2011,49,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",8129,2100,6140
2011,49,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",48243,101970,64788
2011,49,700,General non-recurrent,"",,Non-Recurrent,35650,43028,800
2011,51,000,Operational expenses,"",,Recurrent,1638290,1707803,1783084
2011,51,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",12049,18953,17458
2011,53,000,Operational expenses,"",,Recurrent,1223710,1255815,1307145
2011,53,003,Recoverable salaries and allowances (General),12282,,Recurrent,,,
2011,53,700,General non-recurrent,"",,Non-Recurrent,3003121,3082464,13111
2011,53,865,Hong Kong Arts Development Council,"",,Subventions,,,300
2011,53,942,Hong Kong Academy for Performing Arts,"",,Subventions,4497,20431,17994
2011,53,973,"Hong Kong Academy for Performing Arts - minor plant, vehicles and equipment (block vote)","",,Subventions,16546,16645,16546
2011,53,,"Sports Federation and Olympic Committee of Hong Kong, China","",,Subventions,,2742,3428
2011,55,000,Operational expenses,"",,Recurrent,99990,110925,122947
2011,55,700,General non-recurrent,"",,Non-Recurrent,94894,138448,187943
2011,59,000,Operational expenses,"",,Recurrent,344911,342852,367118
2011,59,003,Recoverable salaries and allowances (General),10553,,Recurrent,,,
2011,59,224,Motor Insurers’ Bureau - government contribution,"",,Recurrent,69,78,78
2011,59,225,Traffic Accident Victims Assistance Scheme - levies,"",,Recurrent,761,1833,849
2011,59,226,Allocated stores: local landing charges,"",,Recurrent,8,10,10
2011,59,267,Unallocated stores: suspense account adjustment,"",,Recurrent,,1,1
2011,59,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",4794,8651,2400
2011,59,691,General purpose vehicles (block vote),"",,"Plant, Equipment and Works",115997,122000,129000
2011,59,691,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",324,5800,
2011,60,000,Operational expenses,"",,Recurrent,2002065,1966850,2017223
2011,60,272,Electricity for public lighting,"",,Recurrent,186865,200530,197396
2011,60,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1667,,230
2011,60,700,General non-recurrent,"",,Non-Recurrent,80,,15700
2011,62,000,Operational expenses,"",,Recurrent,127801,134404,146083
2011,62,003,Recoverable salaries and allowances (General),3165288,,Recurrent,,,
2011,62,,General non-recurrent,"",,Non-Recurrent,1799149,1804000,
2011,63,000,Operational expenses,"",,Recurrent,1504255,1576161,1683547
2011,63,654,Local public works (block vote),"",,"Plant, Equipment and Works",34776,36150,35051
2011,63,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",5062,2108,2411
2011,63,700,General non-recurrent,"",,Non-Recurrent,29033,195572,48404
2011,70,000,Operational expenses,"",,Recurrent,2839677,2924907,3059994
2011,70,202,Repatriation expenses,"",,Recurrent,5674,6587,7534
2011,70,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",,,990
2011,70,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",4308,6446,3474
2011,72,000,Operational expenses,"",,Recurrent,749274,765726,804449
2011,72,103,Rewards and special services,"",,Recurrent,16149,17000,17900
2011,72,203,"Expenses of witnesses, suspects and detainees","",,Recurrent,602,500,630
2011,72,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",897,1102,1140
2011,74,000,Operational expenses,"",,Recurrent,354983,357701,375902
2011,74,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",,400,
2011,76,000,Operational expenses,"",,Recurrent,1116592,1118565,1180836
2011,76,189,Interest on tax reserve certificates,"",,Recurrent,30308,61000,104000
2011,76,209,Special legal expenses,"",,Recurrent,4672,4500,5503
2011,78,000,Operational expenses,"",,Recurrent,95189,95016,97817
2011,79,000,Operational expenses,"",,Recurrent,68839,80201,110647
2011,79,,General non-recurrent,"",,Non-Recurrent,42500,25837,
2011,80,000,Operational expenses,"",,Recurrent,966581,1004213,1100524
2011,80,206,Expenses of witnesses and jurors,"",,Recurrent,7039,7700,8500
2011,80,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",325,,490
2011,80,613,Law library acquisitions (block vote),"",,"Plant, Equipment and Works",21843,23740,26540
2011,80,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",3719,2214,937
2011,80,700,General non-recurrent,"",,Non-Recurrent,720,,939
2011,82,000,Operational expenses,"",,Recurrent,839020,818028,943473
2011,82,227,Payment for Land Registry/Companies Registry Trading Fund services,"",,Recurrent,44152,35870,49278
2011,82,700,General non-recurrent,"",,Non-Recurrent,405,265,1245
2011,90,000,Operational expenses,"",,Recurrent,934887,914556,1144048
2011,90,280,Contribution to the Occupational Safety and Health Council,"",,Recurrent,3247,4000,4369
2011,90,295,Contribution to the Occupational Deafness Compensation Board,"",,Recurrent,2922,3600,3932
2011,90,700,General non-recurrent,"",,Non-Recurrent,227600,156934,146059
2011,90,,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",179,2200,
2011,91,000,Operational expenses,"",,Recurrent,1708487,1734143,1804469
2011,91,003,Recoverable salaries and allowances (General),23651,,Recurrent,,,
2011,91,221,Clearance of government land - ex-gratia allowances,"",,Recurrent,267,660,3443
2011,91,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",1684,2245,2155
2011,91,,General non-recurrent,"",,Non-Recurrent,497,,
2011,92,000,Operational expenses,"",,Recurrent,878871,896996,952782
2011,92,003,Recoverable salaries and allowances (General),2000,,Recurrent,,,
2011,92,234,Court costs,"",,Recurrent,106361,88796,89449
2011,92,700,General non-recurrent,"",,Non-Recurrent,338,471,960
2011,94,000,Operational expenses,"",,Recurrent,229755,231578,238740
2011,94,208,Legal aid costs,"",,Recurrent,485767,514474,545520
2011,95,000,Operational expenses,"",,Recurrent,5141320,5278887,5506518
2011,95,600,Works,"",,"Plant, Equipment and Works",5727,7101,10647
2011,95,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",42644,18445,31986
2011,95,653,Restoration of historic buildings (block vote),"",,"Plant, Equipment and Works",4772,10100,10100
2011,95,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",66845,71568,66845
2011,95,694,Archaeological excavations (block vote),"",,"Plant, Equipment and Works",945,780,950
2011,95,700,General non-recurrent,"",,Non-Recurrent,71492,19877,50
2011,95,863,Non-government organisation camps (block vote),"",,Subventions,2930,2500,2930
2011,96,000,Operational expenses,"",,Recurrent,282142,289689,295231
2011,96,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",445,523,880
2011,96,700,General non-recurrent,"",,Non-Recurrent,,6159,3191
2011,100,000,Operational expenses,"",,Recurrent,887680,897419,955728
2011,100,603,"Plant, vehicles and equipment","",,"Plant, Equipment and Works",965,8685,2856
2011,100,661,"Minor plant, vehicles and equipment (block vote)","",,"Plant, Equipment and Works",27359,30837,27654
2011,100,700,General non-recurrent,"",,Non-Recurrent,4367,3285,2631
2011,106,251,Additional commitments,"",,Recurrent,,,1782000
2011,106,284,Compensation,"",,Recurrent,28965,150000,486200
2011,106,689,Additional commitments,"",,"Plant, Equipment and Works",,,100000
2011,106,789,Additional commitments,"",,Non-Recurrent,,,58831000
2011,106,821,Contribution to the eighth replenishment of the Asian Development Fund,"",,Non-Recurrent,22709,23235,19551
2011,106,822,Contribution to the ninth replenishment of the Asian Development Fund,"",,Non-Recurrent,13853,18552,26999
2011,112,000,Operational expenses,"",,Recurrent,263986,275225,337711
2011,112,366,Remuneration and reimbursements for Members of the Legislative Council,"",,Recurrent,148598,137755,150015
2011,112,700,General non-recurrent,"",,Non-Recurrent,,1302,700
2011,112,872,Non-recurrent expenses reimbursements for Members of the Legislative Council,"",,Subventions,1912,2087,2100
